File Name,License,Author / Source,Author URL,Original File URL
vivafavela.jpg,,,,
vivario.jpg,,,,
vivarocinha.jpg,,,,
vozdascomunidades.jpg,,,,
whatsapp.jpg,,,,
wikipedia.jpg,,,,
wiktionary.jpg,,,,
worldwonders.jpg,CC BY-SA 2.0,,,https://www.flickr.com/photos/deivis/2181000543
xelajumc.jpg,,,,
yahoo.jpg,Modified Logo/icon,,,
yahoosports.jpg,,,,
yoasumo.jpg,CC BY 3.0,,,http://500px.com/photo/54030596/holding-hands-by-thomas-zarkiewicz
youtube.jpg,CC BY 2.0,,,https://www.flickr.com/photos/ileohidalgo/11991219445/
zapempregos.jpg,,,,
