File Name,License,Author / Source,Author URL,Original File URL
eos-link-todostartups.png,Adapted from Thumb,,,
eos-link-tryscience.png,Adapted from Thumb,,,
eos-link-tumblr.png,Adapted from Thumb,,,
eos-link-tvenovela.png,Adapted from Thumb,,,
eos-link-twitter.png,Copy of the trademark,,,
eos-link-uefa.png,Adapted from Thumb,,,
eos-link-ultimosegundo.png,Adapted from Thumb,,,
eos-link-universidaddelvalle.png,Adapted from Thumb,,,
eos-link-universidaddesancarlos.png,Adapted from Thumb,,,
eos-link-universidadfranciscomarroquin.png,Adapted from Thumb,,,
eos-link-universidadmarianogalvez.png,Adapted from Thumb,,,
eos-link-universidadrafaellandivar.png,Adapted from Thumb,,,
eos-link-universidadrural.png,Adapted from Thumb,,,
eos-link-univision.png,Adapted from Thumb,,,
eos-link-uoljogos.png,Adapted from Thumb,,,
eos-link-upa.png,Copy of the trademark,,,
eos-link-upprj.png,Adapted from Thumb,,,
eos-link-vasco.png,Copy of the trademark,,,
eos-link-verduca.png,Adapted from Thumb,,,
eos-link-vivafavela.png,Copy of the trademark,,,
eos-link-vivario.png,Adapted from Thumb,,,
eos-link-vivarocinha.png,Adapted from Thumb,,,
eos-link-vozdascomunidades.png,Adapted from Thumb,,,
eos-link-whatsapp.png,Copy of the trademark,,,
eos-link-wikipedia.png,Adapted from Thumb,,,
eos-link-wiktionary.png,Copy of the trademark,,,
eos-link-worldwonders.png,Copy of the trademark,,,
eos-link-xelajumc.png,Adapted from Thumb,,,
eos-link-yahoo.png,Adapted from Thumb,,,
eos-link-yahoosports.png,Adapted from Thumb,,,
eos-link-yoasumo.png,Adapted from Thumb,,,
eos-link-youtube.png,Copy of the trademark,,,
eos-link-zapempregos.png,Copy of the trademark,,,
